distancia_km,tipo_envio,ventana_horas,volumen,fragil,frio,saturacion,prioridad
1006,normal,24,21,1,0,alta,media
1130,normal,24,39,0,1,media,media
279,normal,4,24,1,0,alta,alta
724,normal,24,5,0,0,baja,baja
353,normal,8,23,1,0,baja,baja
1056,normal,24,34,0,0,alta,media
154,express,4,22,1,0,baja,alta
382,express,4,15,0,0,baja,media
507,normal,8,40,1,0,media,baja
651,normal,8,28,1,0,baja,baja
2810,normal,48,27,1,0,alta,alta
1200,normal,48,9,0,0,media,baja
1589,express,24,7,0,1,media,media
336,normal,4,17,0,0,baja,baja
985,normal,24,15,0,0,alta,media
618,normal,8,17,0,0,media,baja
346,normal,4,38,1,0,media,media
515,normal,8,12,0,0,baja,baja
629,express,8,38,0,0,baja,media
278,normal,4,29,0,0,alta,media
260,normal,4,16,0,0,media,baja
1498,normal,48,7,0,0,media,baja
150,normal,4,28,1,0,media,media
219,normal,4,29,0,0,baja,baja
294,normal,4,23,0,0,baja,baja
267,normal,4,13,1,0,baja,baja
642,normal,8,25,1,1,baja,baja
402,normal,8,8,1,0,baja,baja
44,normal,4,9,0,0,baja,baja
1817,express,24,34,0,0,media,media
1223,normal,24,10,0,0,baja,baja
490,express,8,22,0,0,baja,media
97,normal,4,7,0,0,alta,media
89,normal,4,19,0,0,media,baja
234,normal,4,18,0,0,baja,baja
250,normal,4,4,0,0,baja,baja
735,normal,24,12,0,0,media,baja
620,express,8,20,1,0,media,media
241,normal,4,2,0,0,alta,media
132,normal,4,11,0,0,baja,baja
279,normal,4,20,0,0,baja,baja
65,express,4,24,0,0,alta,alta
512,normal,8,12,1,0,baja,baja
399,express,4,38,0,0,baja,media
200,normal,4,15,1,1,baja,media
1530,express,24,35,1,0,media,alta
3173,express,48,18,0,0,baja,media
3270,normal,72,20,1,1,baja,media
123,express,4,33,0,0,media,alta
374,normal,8,6,0,0,baja,baja
2384,normal,48,13,1,0,baja,media
646,normal,8,6,0,1,baja,baja
1191,normal,24,17,1,0,alta,media
248,normal,4,10,0,0,media,baja
1248,express,24,18,0,0,media,media
1016,normal,24,14,0,0,media,baja
205,normal,4,37,1,0,baja,media
3963,express,72,9,0,0,baja,media
293,express,4,6,0,1,baja,media
74,normal,4,25,0,0,baja,baja
3411,normal,72,16,1,0,media,media
484,express,4,15,1,0,media,alta
480,normal,8,36,1,0,alta,media
182,normal,4,24,1,0,alta,alta
132,normal,4,25,0,1,baja,media
279,express,4,12,0,0,baja,media
415,normal,8,7,0,1,baja,baja
1453,express,24,3,0,1,baja,media
132,normal,4,12,0,0,baja,baja
111,normal,4,19,1,0,media,media
258,normal,4,7,1,0,media,media
1225,normal,24,28,1,0,media,media
202,express,4,26,1,0,baja,alta
314,normal,8,31,0,0,baja,baja
267,normal,4,19,0,0,media,baja
615,express,8,8,1,0,baja,media
482,express,8,35,1,0,baja,media
1639,express,24,30,1,0,baja,media
1539,express,24,18,0,0,alta,alta
3031,normal,72,35,0,0,baja,media
219,express,4,8,0,0,baja,media
309,express,4,41,0,0,media,alta
350,normal,8,33,0,1,media,baja
151,normal,4,12,1,0,baja,baja
192,normal,4,31,0,1,baja,media
101,normal,4,28,0,0,media,media
333,express,4,42,0,0,baja,media
100,express,4,38,0,0,baja,media
1672,normal,48,4,0,1,baja,baja
1179,express,24,19,0,1,baja,media
1094,normal,24,27,1,0,baja,baja
257,normal,4,9,1,0,baja,baja
727,normal,24,17,0,0,baja,baja
1531,express,24,24,0,1,baja,media
284,normal,4,47,0,0,media,media
337,express,4,11,0,0,baja,media
4042,normal,72,11,0,0,media,media
1094,express,24,30,0,0,alta,alta
1071,express,24,17,0,0,baja,media
2748,express,48,21,0,0,baja,alta
1375,normal,48,12,1,1,baja,baja
103,express,4,26,0,0,media,alta
167,express,4,23,0,0,media,alta
600,normal,24,23,1,0,baja,baja
427,express,8,44,1,0,baja,media
470,normal,8,9,1,0,baja,baja
102,express,4,31,0,0,media,alta
3223,normal,72,39,1,0,baja,media
354,normal,8,13,1,0,baja,baja
537,normal,8,33,0,1,media,baja
211,normal,4,32,0,0,alta,media
1294,normal,24,22,1,1,baja,media
44,normal,4,8,1,0,baja,baja
340,normal,8,37,1,0,baja,baja
1112,normal,24,29,1,0,media,media
1806,normal,48,13,0,0,media,baja
1266,normal,48,15,1,0,media,baja
3441,normal,72,10,1,1,baja,media
354,normal,8,8,0,0,media,baja
1370,normal,48,11,0,0,alta,media
67,express,4,28,0,0,alta,alta
428,express,4,36,0,0,alta,alta
379,normal,8,11,1,0,media,baja
34,express,4,34,0,0,media,alta
1286,normal,24,19,0,0,baja,baja
185,normal,4,46,1,1,baja,media
174,normal,4,20,0,0,baja,baja
71,express,4,11,0,1,baja,media
153,express,4,28,0,0,media,alta
1076,normal,24,25,0,0,media,baja
123,normal,4,7,0,0,alta,media
2197,express,48,6,0,0,media,alta
375,normal,8,19,1,0,baja,baja
239,normal,4,23,0,0,alta,media
167,express,4,7,1,1,baja,alta
58,normal,4,38,1,0,baja,media
1087,normal,24,18,0,0,media,baja
410,normal,8,11,1,0,media,baja
420,normal,8,31,0,0,alta,media
3204,normal,72,4,0,0,baja,baja
610,normal,8,18,0,0,baja,baja
294,normal,4,28,0,0,media,media
155,express,4,24,0,0,baja,media
959,express,8,27,0,0,media,media
287,normal,4,22,0,1,baja,media
1063,normal,24,25,0,0,alta,media
189,normal,4,20,1,1,media,media
1286,normal,48,6,0,0,baja,baja
197,normal,4,7,0,0,media,baja
3801,express,72,23,1,1,alta,alta
449,express,8,37,0,0,baja,media
226,normal,4,15,0,0,media,baja
458,normal,8,15,0,0,baja,baja
307,normal,4,18,1,0,baja,baja
1169,normal,48,19,0,0,media,baja
176,normal,4,30,1,0,baja,media
1186,normal,24,14,0,0,baja,baja
354,express,4,26,0,1,media,alta
337,express,4,23,1,0,baja,alta
1179,normal,24,13,0,0,media,baja
153,normal,4,13,1,0,media,media
2717,normal,72,8,0,0,baja,baja
1031,normal,24,40,0,0,baja,baja
2607,normal,48,4,0,0,baja,baja
504,express,8,13,0,0,baja,baja
107,normal,4,12,0,0,baja,baja
3056,normal,72,28,0,0,media,media
602,normal,8,28,0,0,alta,media
403,normal,8,18,0,0,alta,baja
470,express,8,25,1,0,baja,media
580,express,8,17,0,0,media,media
9,express,4,6,0,1,baja,media
1656,express,24,16,1,1,baja,media
3247,express,72,24,0,1,baja,alta
1322,normal,24,7,0,0,alta,media
337,normal,8,6,0,0,alta,baja
83,normal,4,15,1,0,baja,baja
150,express,4,12,0,0,alta,alta
3441,express,72,20,0,0,media,alta
176,normal,4,36,0,0,media,media
86,express,4,41,0,1,baja,alta
666,normal,8,6,0,0,media,baja
315,express,4,9,0,0,baja,media
326,normal,8,27,0,0,baja,baja
1844,normal,48,23,0,0,media,baja
1276,normal,48,38,0,0,baja,baja
1216,express,24,22,0,0,baja,media
2630,normal,48,23,0,0,alta,alta
579,normal,24,20,0,0,baja,baja
1350,normal,48,14,0,0,media,baja
1417,express,24,30,0,0,baja,media
218,normal,4,2,1,0,baja,baja
593,normal,8,18,0,0,media,baja
142,normal,4,8,1,0,alta,media
452,normal,8,19,0,0,baja,baja
42,normal,4,32,0,0,media,media
1503,express,24,43,0,0,baja,media
1165,normal,24,10,0,0,baja,baja
210,normal,4,18,1,0,media,media
208,express,4,40,1,0,media,alta
3305,express,72,36,0,0,baja,alta
97,express,4,7,1,0,baja,media
136,express,4,9,0,0,alta,alta
694,express,8,23,0,0,media,media
140,normal,4,29,0,0,alta,media
259,normal,4,24,0,0,baja,baja
39,normal,4,20,1,0,baja,baja
66,normal,4,7,0,0,alta,media
318,normal,4,17,0,0,baja,baja
2927,normal,72,14,0,0,baja,baja
100,normal,4,9,0,1,media,media
196,normal,4,18,0,0,alta,media
1404,express,24,30,0,0,baja,media
81,normal,4,35,0,0,baja,baja
111,normal,4,13,1,0,baja,baja
370,express,4,9,0,1,baja,media
301,express,4,8,1,0,baja,media
2789,express,48,6,1,0,baja,alta
523,normal,8,30,1,1,media,media
469,normal,8,18,0,0,baja,baja
1937,normal,48,21,0,0,media,baja
401,express,8,23,0,1,media,media
670,express,8,26,0,0,media,media
97,normal,4,25,1,0,baja,media
1913,express,48,21,0,0,media,media
592,normal,24,15,1,0,baja,baja
818,normal,24,20,1,0,alta,media
1157,express,24,26,0,0,media,media
445,normal,8,13,0,0,baja,baja
578,normal,8,18,0,0,baja,baja
534,express,8,11,0,0,baja,baja
70,express,4,15,0,0,alta,alta
205,normal,4,36,1,0,baja,media
3006,express,48,11,0,0,media,alta
672,normal,8,16,0,1,media,baja
440,normal,8,10,1,0,baja,baja
160,normal,4,20,0,0,media,baja
59,normal,4,8,1,0,alta,media
692,normal,8,23,1,0,alta,media
135,express,4,35,0,0,media,alta
1075,express,24,9,0,0,alta,alta
309,normal,4,9,0,1,baja,baja
334,normal,4,40,0,1,media,media
177,normal,4,8,1,0,alta,media
94,express,4,29,0,0,baja,media
1503,express,24,31,1,0,media,alta
147,normal,4,19,0,1,baja,baja
134,express,4,16,0,0,baja,media
379,express,4,23,0,0,media,alta
1551,normal,48,9,0,0,alta,media
55,express,4,13,0,0,baja,media
961,normal,24,33,0,0,media,baja
176,normal,4,11,1,0,baja,baja
396,express,8,29,0,0,baja,media
854,normal,24,21,0,0,baja,baja
81,normal,4,33,0,0,media,media
114,express,4,20,1,0,baja,media
183,normal,4,34,0,0,baja,baja
577,normal,8,11,0,0,baja,baja
678,normal,8,13,0,0,baja,baja
283,normal,4,12,0,0,baja,baja
116,normal,4,13,0,0,media,baja
1015,express,24,6,0,0,media,media
617,express,8,12,1,0,alta,alta
1723,normal,48,10,1,0,alta,media
1271,normal,24,32,0,0,baja,baja
152,normal,4,20,1,0,media,media
348,normal,8,9,0,1,alta,media
1218,normal,24,9,1,0,baja,baja
155,normal,4,8,1,0,baja,baja
513,express,8,16,0,0,alta,media
599,normal,8,24,0,0,baja,baja
212,normal,4,24,1,0,alta,alta
1321,normal,24,37,0,0,baja,baja
35,express,4,9,0,0,media,media
174,normal,4,16,0,1,alta,media
209,normal,4,15,0,0,baja,baja
515,normal,8,15,0,0,baja,baja
1048,normal,24,9,0,0,media,baja
1304,normal,24,28,0,0,baja,baja
3571,normal,72,35,0,0,media,media
483,normal,8,7,0,0,media,baja
450,normal,8,12,0,0,alta,baja
296,express,4,16,0,1,baja,media
2543,normal,48,20,0,1,baja,media
1356,normal,48,29,1,0,media,media
257,normal,4,8,0,0,alta,media
919,normal,24,33,0,1,alta,media
363,normal,4,10,0,0,baja,baja
105,normal,4,13,0,0,media,baja
3311,normal,72,7,0,0,media,media
555,normal,8,26,1,1,baja,baja
294,normal,4,8,0,0,baja,baja
1782,express,48,4,0,0,baja,media
97,normal,4,24,0,0,baja,baja
310,normal,8,47,0,0,alta,media
368,normal,8,18,1,0,baja,baja
132,normal,4,39,0,0,baja,baja
136,express,4,28,1,0,baja,alta
1280,normal,24,4,0,0,baja,baja
1185,express,24,21,0,0,media,media
2557,normal,48,22,1,1,media,alta
1062,normal,24,17,0,0,media,baja
65,normal,4,14,0,0,media,baja
535,normal,8,18,0,0,alta,baja
423,express,4,4,0,1,media,alta
1720,normal,48,9,1,0,media,baja
918,express,24,23,1,0,baja,media
576,normal,8,6,0,0,baja,baja
2980,normal,72,15,0,0,baja,baja
341,express,4,35,0,0,media,alta
3315,express,72,17,0,1,media,alta
197,normal,4,18,0,0,alta,media
235,express,4,30,0,0,baja,media
398,normal,8,13,1,0,baja,baja
3147,normal,72,3,0,0,baja,baja
494,normal,8,33,0,0,baja,baja
1227,normal,24,8,0,1,media,baja
3469,normal,72,13,1,0,baja,media
683,normal,8,12,0,0,baja,baja
123,normal,4,8,1,0,media,media
688,express,8,21,1,0,media,media
635,normal,24,24,0,0,baja,baja
550,normal,8,47,0,0,alta,media
32,express,4,19,0,1,baja,media
61,normal,4,33,1,0,baja,media
320,normal,4,8,0,0,media,baja
207,normal,4,17,0,0,alta,media
1695,normal,48,13,0,1,alta,media
1041,normal,24,11,1,0,baja,baja
1072,normal,24,39,1,0,baja,baja
77,normal,4,7,1,0,media,media
1412,normal,48,7,1,0,baja,baja
258,normal,4,18,0,0,baja,baja
2614,normal,48,42,1,0,baja,media
209,normal,4,19,1,0,alta,media
67,normal,4,8,0,1,media,media
2295,normal,48,34,0,0,alta,alta
736,express,8,18,0,0,baja,baja
177,normal,4,26,0,0,baja,baja
418,normal,8,27,1,0,baja,baja
1317,express,24,15,0,0,alta,alta
956,express,24,23,0,0,baja,media
382,normal,8,25,0,1,baja,baja
194,normal,4,27,0,0,media,media
978,express,24,11,0,0,media,media
346,normal,8,30,0,0,media,baja
82,normal,4,37,0,0,baja,baja
265,express,4,26,1,1,baja,alta
70,express,4,22,1,0,media,alta
356,normal,8,31,1,0,media,baja
140,normal,4,16,0,0,media,baja
1137,normal,24,6,1,0,media,baja
973,normal,24,20,0,0,alta,media
1259,normal,48,16,0,0,media,baja
144,normal,4,1,0,0,media,baja
562,normal,8,39,1,0,baja,baja
1634,normal,48,10,0,0,baja,baja
294,normal,4,8,1,0,alta,media
491,normal,8,17,0,0,media,baja
3945,normal,72,12,1,0,alta,alta
432,express,4,22,0,0,media,alta
766,normal,24,4,0,0,media,baja
298,express,4,30,1,0,baja,alta
375,express,4,8,1,0,baja,media
303,normal,4,21,0,1,alta,alta
419,normal,8,16,0,0,baja,baja
123,express,4,36,1,0,alta,alta
134,normal,4,4,1,1,media,media
328,normal,4,28,0,0,media,media
215,express,4,38,1,0,alta,alta
608,normal,8,10,1,0,alta,media
496,express,8,31,0,0,baja,media
1232,normal,48,38,0,0,baja,baja
445,express,8,8,0,0,alta,media
133,normal,4,14,1,0,media,media
1294,normal,24,15,1,0,baja,baja
3197,normal,72,9,1,1,baja,media
1434,normal,48,31,0,0,media,baja
74,normal,4,19,1,1,baja,media
119,express,4,36,1,0,media,alta
65,normal,4,26,0,0,media,media
1047,normal,24,42,1,0,baja,baja
485,express,8,16,0,0,media,media
131,normal,4,6,0,0,baja,baja
1144,express,24,4,0,0,baja,media
653,normal,8,30,0,1,media,baja
1453,normal,24,20,0,0,baja,baja
518,normal,8,33,0,0,baja,baja
1063,normal,24,18,0,0,baja,baja
642,normal,8,13,0,1,baja,baja
252,express,4,7,1,0,baja,media
1137,express,24,34,1,1,alta,alta
2682,normal,48,14,1,0,baja,media
298,normal,8,5,0,0,media,baja
775,express,8,23,0,0,baja,media
285,express,4,18,0,0,baja,media
956,express,24,32,1,0,media,alta
2979,normal,72,3,0,0,media,media
137,normal,4,30,0,0,baja,baja
169,normal,4,35,0,0,alta,media
198,normal,4,30,0,0,alta,media
1124,express,24,10,0,1,media,media
211,normal,4,41,0,0,baja,baja
1523,express,24,17,0,0,baja,media
1597,normal,48,18,1,0,baja,baja
495,normal,8,31,0,1,baja,baja
67,normal,4,18,0,0,media,baja
171,normal,4,10,0,0,media,baja
445,express,8,9,0,0,media,media
995,normal,24,20,0,0,baja,baja
443,express,8,9,1,0,baja,media
1235,express,24,22,0,0,media,media
1308,normal,24,6,1,0,media,baja
108,normal,4,21,0,1,alta,alta
326,normal,8,16,1,0,baja,baja
235,normal,4,18,0,0,baja,baja
226,normal,4,21,0,0,alta,media
250,express,4,10,0,0,baja,media
666,normal,24,9,0,0,baja,baja
900,normal,24,5,0,0,baja,baja
3275,normal,72,14,0,1,baja,media
1367,express,24,14,0,0,media,media
369,express,4,11,1,1,baja,alta
1014,normal,24,3,0,0,media,baja
1546,express,24,9,0,0,baja,media
478,express,8,15,1,0,media,media
356,express,4,22,0,0,baja,media
1428,normal,24,28,0,1,media,media
379,normal,8,42,0,0,baja,baja
3130,normal,72,32,0,0,media,media
1369,normal,48,29,1,0,media,media
2737,normal,72,12,1,0,alta,alta
4034,normal,72,19,0,0,media,media
174,normal,4,6,0,0,alta,media
473,normal,8,20,0,0,baja,baja
3096,normal,72,4,1,0,baja,media
1667,normal,48,13,1,0,alta,media
563,normal,8,3,0,0,alta,baja
3425,normal,72,7,1,0,alta,alta
377,normal,8,12,0,0,media,baja
502,normal,8,6,0,0,baja,baja
250,express,4,23,1,0,alta,alta
624,normal,8,35,0,0,media,baja
204,express,4,13,0,1,baja,media
3230,normal,72,28,0,0,baja,media
1366,normal,24,28,1,0,media,media
25,normal,4,48,1,0,baja,media
1673,normal,48,20,0,0,baja,baja
233,express,4,28,0,0,media,alta
233,normal,4,12,0,0,baja,baja
57,normal,4,21,0,0,baja,baja
270,normal,4,23,0,0,baja,baja
1190,normal,24,8,0,0,alta,media
426,express,4,15,0,0,baja,media
321,express,4,23,0,0,media,alta
2891,normal,72,14,0,1,alta,alta
268,normal,4,17,0,0,baja,baja
363,normal,8,15,0,0,baja,baja
566,express,8,19,0,0,media,media
89,normal,4,25,0,0,baja,baja
1192,normal,24,27,1,0,baja,baja
131,normal,4,9,1,0,media,media
268,normal,4,30,0,0,media,media
232,normal,4,35,1,0,baja,media
602,normal,24,30,0,0,alta,media
1732,normal,48,26,0,1,baja,baja
228,normal,4,26,1,0,alta,alta
14,normal,4,21,0,0,media,media
2724,normal,72,16,0,0,baja,baja
203,normal,4,12,0,0,media,baja
1228,normal,48,11,1,0,baja,baja
106,normal,4,21,1,0,baja,media
1246,normal,24,27,0,0,media,baja
406,normal,8,42,1,0,baja,baja
247,express,4,36,1,0,baja,alta
1800,normal,48,19,1,0,baja,baja
479,normal,8,13,0,0,media,baja
105,normal,4,11,0,0,alta,media
605,normal,8,15,1,0,alta,media
5,express,4,12,1,0,media,alta
3508,express,72,7,0,0,media,alta
183,normal,4,28,0,0,baja,baja
177,express,4,27,0,0,alta,alta
546,normal,8,4,1,0,baja,baja
2791,express,48,5,1,0,alta,alta
3220,normal,72,7,1,0,media,media
129,normal,4,15,1,1,baja,media
2201,normal,48,17,0,1,alta,alta
662,normal,24,27,0,0,baja,baja
108,express,4,9,0,0,media,media
443,express,8,7,1,0,alta,alta
1310,normal,48,23,1,0,media,media
577,express,8,6,0,0,media,media
1883,normal,48,32,0,0,media,baja
289,normal,4,22,0,0,alta,media
230,express,4,10,1,0,media,alta
163,normal,4,33,1,0,baja,media
353,normal,4,4,1,0,baja,baja
52,express,4,19,1,0,alta,alta
1206,express,24,12,0,0,alta,alta
1232,express,24,22,0,0,media,media
504,normal,8,39,0,0,alta,media
2806,express,48,16,0,0,baja,media
4113,normal,72,5,0,0,alta,media
304,normal,4,16,0,0,media,baja
234,normal,4,13,1,0,baja,baja
369,express,4,15,1,0,media,alta
999,express,24,7,1,0,alta,alta
530,express,8,22,0,0,baja,media
249,normal,4,28,1,0,baja,media
424,express,8,28,0,0,baja,media
538,express,8,39,0,0,media,media
151,normal,4,7,0,0,alta,media
221,express,4,15,1,0,media,alta
113,normal,4,26,0,0,alta,media
483,express,8,9,0,0,baja,baja
217,express,4,3,1,0,media,alta
166,normal,4,7,1,1,media,media
1227,normal,48,34,0,1,baja,baja
1153,express,24,25,1,0,baja,media
3356,express,72,28,0,0,baja,alta
587,normal,8,11,0,0,baja,baja
535,express,8,34,1,0,baja,media
144,normal,4,7,0,0,baja,baja
99,normal,4,25,0,0,baja,baja
2616,normal,72,8,0,0,media,media
2254,normal,48,3,0,0,baja,baja
3052,normal,72,11,0,0,baja,baja
633,express,8,6,1,0,media,media
28,normal,4,30,0,0,baja,baja
2884,normal,48,38,1,0,media,media
423,normal,8,16,0,0,media,baja
170,normal,4,31,1,0,alta,alta
474,normal,8,31,0,0,alta,media
197,normal,4,18,1,0,media,media
429,normal,8,7,0,0,baja,baja
44,normal,4,4,0,0,media,baja
71,normal,4,15,0,1,alta,media
685,normal,24,5,1,0,baja,baja
170,normal,4,8,0,0,alta,media
639,express,8,10,0,0,media,media
160,normal,4,18,1,0,media,media
287,normal,4,7,1,0,baja,baja
3521,normal,72,23,0,0,media,media
1059,express,24,17,0,0,baja,media
138,express,4,31,0,0,media,alta
223,normal,4,11,1,0,media,media
166,express,4,28,1,0,baja,alta
76,normal,4,28,0,0,baja,baja
28,express,4,31,0,0,baja,media
1649,normal,48,12,0,1,baja,baja
1314,express,24,5,1,0,baja,media
596,normal,8,47,1,0,alta,media
483,express,8,12,0,0,media,media
1414,express,24,5,0,0,media,media
184,normal,4,15,0,0,baja,baja
82,normal,4,9,0,0,baja,baja
4187,normal,72,17,0,0,media,media
490,express,8,17,0,0,baja,baja
96,normal,4,4,1,0,baja,baja
161,express,4,14,0,0,baja,media
308,normal,8,18,0,0,baja,baja
101,express,4,38,0,0,media,alta
223,normal,4,22,1,1,baja,media
30,normal,4,43,0,0,media,media
32,express,4,16,0,0,alta,alta
69,normal,4,15,0,0,baja,baja
95,normal,4,22,1,0,media,media
169,normal,4,31,0,0,baja,baja
234,normal,4,21,0,0,media,media
355,normal,8,6,0,1,media,baja
197,normal,4,10,0,0,baja,baja
1117,normal,24,39,0,0,baja,baja
1102,express,24,33,0,0,media,media
333,express,4,16,0,1,baja,media
289,normal,4,35,0,0,alta,media
149,normal,4,14,1,1,baja,media
195,express,4,13,0,0,baja,media
76,express,4,24,0,0,media,alta
38,express,4,13,0,0,alta,alta
1212,express,24,20,0,0,alta,alta
381,normal,8,14,0,0,media,baja
1508,normal,48,10,0,1,baja,baja
3771,normal,72,36,0,0,alta,alta
381,normal,8,13,0,0,alta,baja
235,normal,4,5,1,0,media,media
463,express,8,9,1,0,alta,alta
328,express,4,22,1,0,baja,alta
668,express,8,24,0,1,alta,alta
1569,express,24,7,0,0,media,media
420,normal,8,11,0,1,baja,baja
438,express,4,41,1,0,baja,alta
1000,normal,24,17,1,0,media,baja
525,express,8,32,0,0,media,media
437,normal,8,31,0,0,media,baja
2551,normal,72,23,0,0,alta,alta
2948,normal,72,24,1,0,baja,media
506,express,8,4,1,1,media,media
260,normal,4,15,0,1,media,media
490,normal,8,45,0,0,baja,baja
125,normal,4,24,1,1,media,media
196,normal,4,17,0,0,media,baja
272,normal,4,14,1,0,baja,baja
300,normal,4,12,0,0,media,baja
3309,normal,72,20,0,0,alta,media
374,normal,8,16,0,0,baja,baja
228,normal,4,19,0,0,media,baja
554,normal,8,46,1,0,baja,baja
1211,normal,24,48,0,0,baja,baja
209,normal,4,8,0,0,baja,baja
299,express,4,44,1,0,baja,alta
186,normal,4,22,0,0,baja,baja
134,normal,4,9,0,0,media,baja
346,express,4,4,0,0,baja,media
183,normal,4,8,0,0,baja,baja
513,normal,8,7,0,0,media,baja
556,express,8,7,1,0,baja,media
314,normal,4,6,0,0,baja,baja
104,express,4,23,0,1,baja,alta
81,normal,4,11,0,1,baja,baja
364,normal,8,20,1,1,baja,baja
426,express,4,13,0,0,media,media
432,normal,8,24,1,0,baja,baja
294,normal,4,26,0,0,media,media
3533,express,72,9,0,0,media,alta
404,normal,8,37,0,0,media,baja
37,express,4,42,1,0,media,alta
1113,express,24,3,1,0,media,media
246,normal,4,32,0,0,media,media
621,normal,8,28,0,0,alta,media
156,normal,4,4,0,0,media,baja
1653,normal,48,15,1,1,baja,baja
264,normal,4,10,0,0,baja,baja
368,normal,8,6,0,0,media,baja
306,normal,4,14,0,0,media,baja
224,express,4,6,0,0,media,media
514,normal,8,13,1,0,media,baja
1583,normal,48,12,0,0,alta,media
1305,express,24,8,0,0,baja,media
218,normal,4,30,1,0,baja,media
166,normal,4,12,0,1,baja,baja
404,express,4,9,0,0,alta,alta
1320,normal,48,22,0,0,alta,media
485,normal,8,21,1,0,media,baja
522,normal,8,19,1,1,media,baja
372,express,4,44,0,0,baja,media
30,express,4,29,0,0,baja,media
408,normal,8,18,0,0,media,baja
338,normal,8,42,0,1,baja,baja
3372,express,48,12,0,0,baja,media
307,normal,4,22,1,0,alta,alta
1069,normal,24,12,1,0,baja,baja
173,normal,4,14,1,0,baja,baja
978,express,8,32,0,1,baja,media
156,express,4,21,0,0,media,alta
514,express,8,13,1,0,baja,media
154,normal,4,17,0,0,baja,baja
635,express,8,13,1,0,media,media
352,normal,8,42,0,0,baja,baja
109,normal,4,28,0,0,baja,baja
3936,express,72,7,1,0,media,alta
326,express,4,29,0,0,baja,media
600,normal,8,34,0,0,baja,baja
1260,normal,48,3,0,0,baja,baja
1187,normal,24,25,1,0,alta,media
99,express,4,12,0,0,baja,media
183,normal,4,17,0,1,baja,baja
2668,normal,72,18,0,0,alta,media
1234,normal,48,16,1,0,baja,baja
482,express,8,8,0,0,media,media
1363,express,24,6,1,0,baja,media
244,normal,4,8,0,0,baja,baja
361,normal,8,33,0,0,media,baja
165,express,4,8,0,1,media,alta
32,normal,4,7,0,0,baja,baja
178,normal,4,11,0,0,media,baja
444,normal,8,25,1,0,baja,baja
1491,express,24,23,1,0,media,alta
161,normal,4,12,0,0,baja,baja
137,express,4,14,0,1,baja,media
1147,express,24,32,0,1,alta,alta
1148,express,24,14,0,0,baja,media
440,normal,8,44,0,0,baja,baja
958,normal,24,16,0,0,baja,baja
253,express,4,25,0,0,media,alta
66,normal,4,33,1,1,baja,media
666,normal,24,25,1,0,media,baja
478,normal,8,12,1,1,alta,media
143,normal,4,22,0,0,baja,baja
1545,normal,48,6,1,0,media,baja
592,normal,8,8,0,0,media,baja
467,normal,8,13,0,0,media,baja
100,express,4,10,1,0,media,alta
1293,express,24,41,1,0,baja,media
164,express,4,12,0,0,media,media
2643,normal,48,14,1,0,alta,alta
1049,normal,24,15,0,0,alta,media
406,normal,8,29,0,0,media,baja
1755,normal,48,12,0,1,baja,baja
555,express,8,14,0,0,media,media
1132,normal,24,19,1,1,alta,media
560,normal,8,32,0,0,baja,baja
405,normal,8,15,0,0,media,baja
299,normal,4,9,0,0,baja,baja
107,normal,4,39,1,0,media,media
654,normal,8,22,0,0,media,baja
254,normal,4,21,0,0,alta,media
347,normal,8,30,1,1,baja,baja
377,normal,8,30,0,0,baja,baja
1267,normal,24,17,0,0,media,baja
1227,normal,24,26,0,0,baja,baja
1515,normal,48,34,0,0,media,baja
200,express,4,21,0,0,baja,media
458,normal,8,26,0,0,media,baja
137,normal,4,6,1,0,media,media
1359,express,24,19,0,0,baja,media
316,express,4,30,1,1,alta,alta
242,express,4,29,0,0,baja,media
2636,express,48,24,1,1,baja,alta
260,normal,4,21,1,0,baja,media
181,normal,4,23,0,0,baja,baja
108,express,4,16,1,0,baja,media
1055,normal,24,39,0,1,baja,baja
374,normal,8,22,1,0,baja,baja
3481,normal,72,16,0,0,media,media
110,express,4,17,0,1,baja,media
15,express,4,17,1,0,media,alta
231,normal,4,6,0,0,baja,baja
149,normal,4,12,1,0,media,media
1816,normal,48,31,1,0,alta,media
3721,express,72,31,0,0,baja,alta
345,express,4,42,1,0,baja,alta
397,express,4,29,1,0,baja,alta
1390,normal,48,19,0,0,baja,baja
618,normal,8,14,0,0,media,baja
363,normal,8,9,0,0,baja,baja
3593,normal,72,7,0,1,alta,alta
3051,normal,72,8,0,0,alta,media
1002,normal,24,8,0,0,baja,baja
584,normal,8,10,0,1,media,baja
1598,normal,48,44,0,0,media,baja
223,normal,4,12,1,0,media,media
1232,normal,48,19,1,0,alta,media
1488,normal,48,16,0,0,baja,baja
318,express,4,33,1,0,baja,alta
1393,express,24,6,1,0,baja,media
486,normal,8,4,1,0,media,baja
946,normal,24,21,0,1,alta,media
229,normal,4,2,0,1,media,media
370,normal,8,28,0,0,alta,media
1554,express,24,17,0,0,baja,media
1019,normal,24,33,1,0,baja,baja
1236,normal,24,8,0,0,media,baja
505,express,8,13,1,0,baja,media
82,normal,4,33,0,1,media,media
268,express,4,23,0,0,baja,media
465,normal,8,7,1,0,media,baja
1372,normal,48,33,0,0,media,baja
111,express,4,29,0,0,baja,media
1181,normal,24,8,0,0,media,baja
1551,express,24,16,0,0,media,media
75,normal,4,30,1,0,alta,alta
106,express,4,15,0,0,media,media
196,express,4,6,0,0,media,media
